1. Faixa etária:;2. Gênero:;3. Universidade pública do Estado do Paraná em que atua:;5. Área principal de atuação docente:;7. Tempo de docência no Ensino Superior (não somente na atual IES):;8. Maior titulação acadêmica concluída:;9. Minha formação inicial abordou adequadamente o uso pedagógico de tecnologias digitais educacionais.;10. Sinto-me preparado(a) para incorporar novas tecnologias digitais educacionais às minhas práticas docentes.;11. Já tive contato formativo com o tema Inteligência Artificial aplicada à educação.;12. Nos últimos 24 meses, participei de formações continuadas em tecnologias educacionais.;13. Tenho uma compreensão clara do que é Inteligência Artificial e de como ela funciona em termos gerais.;14. Conheço a diferença entre Inteligência Artificial tradicional (preditiva) e Inteligência Artificial generativa (criativa).;15. Já utilizei ferramentas de IA generativa em contextos pessoais ou profissionais.;16. Sinto-me confiante para avaliar criticamente respostas ou conteúdos gerados por ferramentas de IA.;17. Considero que a IA terá impacto significativo no ensino superior nos próximos anos.;18. Quais ferramentas de IA você já utilizou ao menos uma vez?  ;19. Para quais finalidades você usa IA?  ;20. Utilizo ferramentas de IA para apoiar o planejamento de aulas e atividades didáticas.;21. Utilizo IA para criar ou adaptar materiais didáticos considerando o perfil dos estudantes.;22. Integro a IA em atividades de ensino alinhadas a objetivos pedagógicos claros.;23. Utilizo IA para apoiar processos de avaliação formativa (feedback, rubricas, análise de produções).;24. Consigo identificar limites, riscos e implicações éticas do uso da IA em processos avaliativos.;25. Considero aspectos éticos (viés, privacidade, autoria) ao utilizar IA em contextos educacionais.;26. Discuto com meus estudantes o uso responsável e crítico da IA.;27. Busco ativamente atualizar-me sobre IA e suas implicações para a educação.;28. Compartilho, discuto ou oriento colegas sobre práticas pedagógicas envolvendo IA.;29. A formação docente em IA generativa pode contribuir para a melhoria da qualidade do ensino superior.;30. O uso pedagógico adequado da IA pode tornar as aulas mais engajadoras e significativas.;31. A formação em IA pode apoiar práticas pedagógicas mais inclusivas e personalizadas.;32. Sem formação adequada, o uso da IA pode gerar impactos negativos na educação superior.;33. Existe alguma orientação/política institucional (ou do curso/departamento) sobre uso de IA por docentes e estudantes na IES onde atua?  ;"34. Na sua opinião, qual é a principal dificuldade para a adoção, o uso, de IA no ensino superior? 
(Marque até 2 opções)";35. Se você pudesse participar de uma formação docente, qual seria o seu formato preferido?;36. Qual a quantidade de horas que você acha ideal ter para uma formação docente (independente do formato)?;37. Quais são, em sua opinião, as principais dificuldades para o uso pedagógico da IA no ensino superior?;38. Quais conhecimentos ou competências você considera prioritários em uma formação docente sobre IA e IA generativa, no contexto universitário?;39. Como você acredita que uma formação em IA pode impactar sua prática docente e a aprendizagem dos estudantes universitários?
31 a 40 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Multidisciplinar / Outra;6 a 10 anos;Doutorado;1;3;1;Apenas 1;5;4;5;4;5;ChatGPT, Gemini, Claude, DALL·E/Midjourney/Leonardo, Prezi, Canvas;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica;4;4;4;1;4;5;4;6;4;5;5;5;5;Não sei informar;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Totalmente remoto (online);mais de 40 horas;"Tempo para quem está com cargo administrativo; conhecimentos avançados para integração entre ferramentas.";Linguagem clara e acessível, visto que os professores são de várias gerações.;Atrair melhor os alunos para atenção ao conteúdo trabalhado.
41 a 50 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Linguagens, Letras e Artes;Mais de 20 anos;Doutorado;1;3;3;Apenas 1;4;5;5;4;5;ChatGPT, Copilot, Gemini, Perplexity, notebooKLM;Planejamento de aula, Elaboração de atividades/exercícios, Orientação de estudantes, Comunicação administrativa;3;2;2;1;3;3;4;3;3;5;5;5;5;Sim, mas pouco clara;Falta de formação docente específica, Falta de infraestrutura tecnológica;Híbrido;30 horas;"Decidir qual é a melhor IA generativa para cada objetivo do trabalho docente; avaliar alunos que utilizam IA; adequar prompts; ";"relacionar modelos diversos de IA generativa e objetivos distintos para trabalho docente (pesquisa, ensino, administartivo); incorporar metodologias ativas com reflexão crítica ao uso de IA dos estudantes. ";Maior agilidade no trabalho, novas perspectivas, maior preparo para acolher os estudantes e engajá-los em interesses acadêmicos. 
31 a 40 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Biológicas e da Saúde;6 a 10 anos;Doutorado;4;2;2;Apenas 1;2;2;4;2;5;ChatGPT, Gemini;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica;3;3;3;1;1;5;3;3;3;5;5;5;5;Não sei informar;Falta de formação docente específica, Questões éticas e insegurança quanto ao uso;Híbrido;40 horas;;;
51 a 60 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Exatas e Tecnológicas;Mais de 20 anos;Doutorado;1;2;2;Apenas 1;4;3;4;4;5;ChatGPT, Copilot, Gemini;Elaboração de atividades/exercícios;1;1;1;0;1;1;1;2;0;5;3;3;5;Não sei informar;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Totalmente presencial;20 horas;Falta de conhecimento sobre as ferramentas disponíveis e suas potencialidades. Os modos avançados são pagos e as instituições públicas não adquirem as licenças portanto, ficamos limitados a modos básicos.;Conhecer os instrumentos disponíveis, como fazer a máxima exploração de suas funcionalidades. Um curso que realmente apresente as ferramentas e ENSINE a usar (ou seja não somente apresente, deve ser um curso teórico e prático.;O uso correto de qualquer instrumento didático sempre trará benefícios mútuos para o docente e os alumnos na dinâmica do processo de ensino aprendisagem.
51 a 60 anos;Masculino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Humanas e Sociais;Mais de 20 anos;Doutorado;1;3;4;Apenas 1;4;4;4;3;5;ChatGPT, Gemini, Manus;Avaliação/feedback, Pesquisa acadêmica;1;1;1;3;3;3;3;3;3;5;5;5;5;Sim, mas pouco clara;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Totalmente remoto (online);20 horas;Ainda existe muita falta de informação e resistência por parte dos colegas;Limites do que pode ser feito a partir da IA.;Toda e qualquer formação que contribua para a melhoria da qualidade dos materiais e da didática são importantes.
31 a 40 anos;Feminino;Universidade Estadual de Londrina - UEL;Ciências Biológicas e da Saúde;2 a 5 anos;Doutorado;1;4;5;2 - 3;4;5;4;2;5;ChatGPT, Gemini;Planejamento de aula, Elaboração de atividades/exercícios, Pesquisa acadêmica;2;0;1;0;2;2;1;2;3;5;5;5;5;Não existe;Falta de formação docente específica, Resistência institucional ou pessoal;Totalmente remoto (online);20 horas;Capacitação;Competências para elaboração de avaliações e materiais/atividades que possam acelerar o processo de  aprendizagem e participação dos alunos. A falta de capacitação, inclusive, afeta na precisão dessa resposta.;A IA pode encurtar o tempo de preparo de determinadas atividades e materiais e pode faciltiar o engajamento e o aprendizado do aluno, através de atividades diferenciadas e não-tradicionais.
51 a 60 anos;Feminino;Universidade Estadual de Londrina - UEL;Ciências Biológicas e da Saúde;Mais de 20 anos;Doutorado;1;3;4;2 - 3;4;4;4;5;4;"ChatGPT, Copilot, Gemini, Claude, Perplexity, Research habit; sci research";Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica;2;2;2;2;6;6;6;4;3;5;4;4;4;Não sei informar;Falta de formação docente específica, Falta de infraestrutura tecnológica;Totalmente remoto (online);20 horas;Tempo e conhecimento;Ética ;Oferecer qualidade do ensino seja na graduação ou pós graduação 
41 a 50 anos;Masculino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Biológicas e da Saúde;11 a 20 anos;Doutorado;3;3;4;2 - 3;3;2;3;2;5;ChatGPT;Planejamento de aula, Criação de materiais didáticos;1;1;0;0;2;1;3;1;1;5;5;5;5;Não sei informar;Falta de formação docente específica;Híbrido;mais de 40 horas;Desconhecimento por grande parte dos docentes. ;Saber interpretar e questionar os dados gerados por IA. ;Pode trazer mais agilidade nos processos, facilitando incorporar novas informações e aumentar o interesse dos discentes.  
31 a 40 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Exatas e Tecnológicas;2 a 5 anos;Doutorado;1;3;1;Nenhuma;4;1;5;3;5;ChatGPT, Gemini;Planejamento de aula, Elaboração de atividades/exercícios;3;1;3;0;4;3;6;0;0;5;5;5;5;Não sei informar;Falta de formação docente específica, Questões éticas e insegurança quanto ao uso;Híbrido;mais de 40 horas;Desenvolver no discente o raciocínio lógico e análises críticas dos materiais fornecidos. A resolução de um problema, parte da análise engenhosa sobre ele, e fazer com que o aluno não se limite apenas às ideias vindas da IA é o grande desafio.;Como fazer o uso de forma responsável. Como unir às práticas e questões específicas do curso de graduação, para aprimorar e aperfeiçoar o processo de ensino-aprendizagem. Com identificar o uso inadequado da ferramenta, quando feita pelos alunos de forma não criteriosa.;"De forma a melhorar a visão dos discentes para os problemas do ""mundo real"", ampliando as perspectivas desde a sala de aula, das inúmeras áreas de atuação que a sua formação em engenharia ambiental proporcionará. Não quero que meus alunos digam ""nunca vi isso na faculdade"", gostaria que a IA me desse a oportunidade de ampliar esses horizontes, mas sem excluir o fato humano do processo."
41 a 50 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Exatas e Tecnológicas;Mais de 20 anos;Doutorado;1;4;2;Apenas 1;4;3;3;1;5;ChatGPT, Gemini;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica, Comunicação administrativa;3;2;3;2;1;3;3;2;3;5;5;5;5;Não existe;Questões éticas e insegurança quanto ao uso, Resistência institucional ou pessoal;Híbrido;40 horas;Falta de conhecimento;Utilização das ferramentas de IA e a ética em utilizá-la;Melhoria nos materiais pedagógicos, diminuição de tempo de preparação de aulas.
51 a 60 anos;Masculino;Universidade Estadual do Centro-Oeste - UNICENTRO;Multidisciplinar / Outra;11 a 20 anos;Doutorado;4;5;2;Apenas 1;4;4;5;3;5;ChatGPT, Copilot, Claude, Manus, Gamma, Notebook LM;Elaboração de atividades/exercícios, Pesquisa acadêmica;0;1;0;3;2;2;6;1;0;5;5;5;5;Não existe;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Híbrido;mais de 40 horas;O conhecimento dos pares quanto sua efetiva utilização e atuar eticamente ante seu uso.;Entender sobre suas funcionalidades e alcance das ferramentas disponibilizadas e compreender o uso de aplicativos e de informática.;No auxílio do avanço dos estudos com os discentes, pois o mercado de trabalho já exige o conhecimento sobre o uso e prática da IA.
41 a 50 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Humanas e Sociais;11 a 20 anos;Doutorado;2;2;4;Apenas 1;5;4;5;2;5;ChatGPT, Gemini, Perplexity;Criação de materiais didáticos, Elaboração de atividades/exercícios, Comunicação administrativa;1;4;1;0;2;2;3;3;2;5;5;5;5;Não existe;Falta de formação docente específica, Falta de infraestrutura tecnológica, Questões éticas e insegurança quanto ao uso;Híbrido;20 horas;Segurança, conhecimento.;Letramento, aspectos éticos e didáticos.;Pode tornar mais prático e dinâmico
51 a 60 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Biológicas e da Saúde;Mais de 20 anos;Doutorado;1;3;3;Nenhuma;3;1;5;4;4;ChatGPT, Copilot, Gemini;Criação de materiais didáticos, Pesquisa acadêmica, Comunicação administrativa;2;2;2;0;2;0;3;2;2;4;5;4;5;Não sei informar;Falta de formação docente específica, Falta de tempo para explorar ferramentas, Questões éticas e insegurança quanto ao uso;Híbrido;20 horas;conhecimento;;aulas com recursos mais estimulantes
41 a 50 anos;Masculino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Biológicas e da Saúde;11 a 20 anos;Doutorado;2;3;3;Apenas 1;3;3;4;3;4;ChatGPT, Gemini;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios;3;3;3;3;3;3;3;3;3;5;5;5;5;Sim, mas pouco clara;Falta de formação docente específica, Falta de infraestrutura tecnológica;Híbrido;mais de 40 horas;A falta de preparo dos docentes em utilizar as ferramentas de forma correta.;Familiarização com os recursos oferecidos pela IA.;O uso da IA de forma correta e aprofundada pode melhorar as aulas e o emprego de metodologias diferentes, facilitando o engajamento dos alunos na aprendizagem.
41 a 50 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Humanas e Sociais;11 a 20 anos;Doutorado;3;5;4;2 - 3;4;4;4;5;5;ChatGPT, Copilot, Gemini, Claude, Perplexity;Planejamento de aula, Pesquisa acadêmica;2;2;2;3;3;3;4;2;3;4;3;3;3;Sim, bem clara;Falta de infraestrutura tecnológica, Falta de tempo para explorar ferramentas, Questões éticas e insegurança quanto ao uso;Totalmente remoto (online);menos de 20 Horas;Saber os limites de uso;Saber os limites de uso;Ainda não sei dizer.
Acima de 60 anos;Feminino;Universidade Estadual de Londrina - UEL;Ciências Biológicas e da Saúde;Mais de 20 anos;Doutorado;1;5;1;Nenhuma;4;5;5;3;5;ChatGPT, Copilot, Gemini, NotebookLM;Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica;3;4;4;2;4;6;4;4;3;5;5;5;3;Sim, mas pouco clara;Falta de infraestrutura tecnológica;Totalmente remoto (online);20 horas;Dificuldade de acesso à Internet na Universidade (sobrecarga da rede);O uso ético e transparente.;Pode ser bastante prejudiacial se os estudantes entenderem que não precisam estudar mais.
51 a 60 anos;Masculino;Universidade Estadual do Centro-Oeste - UNICENTRO;Multidisciplinar / Outra;11 a 20 anos;Mestrado;2;4;1;Apenas 1;4;3;3;3;4;ChatGPT, Copilot, Gemini;Planejamento de aula, Pesquisa acadêmica, Orientação de estudantes;3;3;3;3;4;4;5;4;4;4;3;4;3;Sim, mas pouco clara;Falta de infraestrutura tecnológica, Questões éticas e insegurança quanto ao uso;Híbrido;40 horas;;;
Acima de 60 anos;Feminino;Universidade Estadual do Paraná - UNESPAR;Ciências Biológicas e da Saúde;Mais de 20 anos;Doutorado;1;2;4;Nenhuma;4;2;4;2;4;ChatGPT, Gemini;Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica, Orientação de estudantes, Comunicação administrativa;2;2;2;2;3;3;2;2;3;4;4;4;4;Não existe;Falta de formação docente específica, Questões éticas e insegurança quanto ao uso;Híbrido;mais de 40 horas;O uso pedagógico da IA no ensino superior é um dos temas mais complexos da educação contemporânea. Embora a tecnologia ofereça possibilidades extraordinárias para a personalização do aprendizado, sua implementação enfrenta barreiras estruturais, éticas e metodológicas.;"Compreensão do funcionamento; Redesenho Metodológico e Avaliação da Aprendizagem; Ética, Privacidade e Vieses Algorítmicos; Curadoria de Conteúdo e Validação Científica";"Uma formação estruturada em Inteligência Artificial tem o potencial de provocar uma virada de chave profunda na universidade. Esse impacto não se limita à troca de ferramentas tecnológicas; ele altera a própria dinâmica de como se ensina e como se aprende, redefinindo papéis tradicionais dentro e fora da sala de aula."
31 a 40 anos;Masculino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Biológicas e da Saúde;2 a 5 anos;Doutorado;3;3;5;2 - 3;3;3;2;5;5;ChatGPT, Gemini;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Comunicação administrativa;3;3;3;3;3;0;3;3;4;3;3;3;3;Não existe;Falta de tempo para explorar ferramentas;Híbrido;menos de 20 Horas;lhe dar com o padrão  da IA, que fogem do que eu idealizo.;Ter conhecimento de causa, domínio de conteúdo. Quem quer usar a IA precisa saber mais que ela.  ;Algo instrumental e prático. Cansei de fazer oficinas de formação que tomam horas do nosso dia para explicar o que é a IA. Sempre me inscrevo achando que vou aprender algo útil e prático focado em tarefas, mas na maioria são aulas que ficam repetindo conceitos como se a IA fosse algo totalmente novo. Precisamos é saber como  usar e aplicar em tarefas do nosso cotidiano e entender se isso é ou não validado.
31 a 40 anos;Feminino;Universidade Estadual do Paraná - UNESPAR;Ciências Biológicas e da Saúde;6 a 10 anos;Doutorado;1;5;5;2 - 3;5;5;5;5;5;ChatGPT, Notebook LM;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica, Orientação de estudantes, Comunicação administrativa;3;3;3;3;3;3;3;3;3;5;5;5;5;Não sei informar;Falta de formação docente específica, Falta de infraestrutura tecnológica;Totalmente presencial;mais de 40 horas;Conhecer ideias práticas da utilização da IA por professores da mesma área.;O mínimo é conhecer sobre as IAs, acredito que o curso não pode ser muito superficial para colocar todos na mesma prateleira, talvez dividir em grupos sem conhecimento nenhum, e outros que já utilizam para capacitá-los de maneira equitativa.;Adequar as aulas cansativas à realidade dos universitários sem perder a criticidade e profundidade do conhecimento
31 a 40 anos;Feminino;Universidade Estadual do Paraná - UNESPAR;Ciências Biológicas e da Saúde;6 a 10 anos;Doutorado;2;4;1;2 - 3;4;5;5;4;5;ChatGPT, Copilot, Gemini, Gamma;Criação de materiais didáticos;5;5;2;0;4;6;4;3;0;5;5;5;5;Não sei informar;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Híbrido;20 horas;Falta de formação docente e política institucional.;Potenciais e limitações das IAs existentes e mais utilizadas no contexto acadêmico. Como elaborar prompts assertivos, ferramentas para detecção de IA em trabalhos acadêmicos.;Acredito que a formação em IA pode potencializar o processo de ensino aprendizagem, pois permite gerenciar melhor o tempo.
41 a 50 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Exatas e Tecnológicas;6 a 10 anos;Doutorado;1;2;1;Nenhuma;4;4;4;3;5;ChatGPT, Gemini, plataforma ADAPTA.com;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Comunicação administrativa;2;2;0;0;2;2;2;2;2;4;4;5;5;Não existe;Falta de formação docente específica, Falta de tempo para explorar ferramentas;Totalmente remoto (online);40 horas;"Gestão do tempo: escassez de horas para testar ferramentas e realizar cursos de IA; Qualidade da oferta: dificuldade para achar capacitações em IA focadas no ensino superior; Critério de seleção: busca por cursos eficientes e reconhecidos, evitando ofertas superficiais de redes sociais.";Conhecimentos e competências sobre: escrita científica.;Com certeza. A IA permite aprimorar as aulas, melhorar recursos visuais e gerar novas ideias tanto para atividades experimentais quanto para projetos de extensão.
41 a 50 anos;Feminino;Universidade Estadual do Centro-Oeste - UNICENTRO;Ciências Humanas e Sociais;11 a 20 anos;Doutorado;3;4;3;Apenas 1;4;2;5;4;5;ChatGPT, Copilot, Gemini, Deep Seek;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Pesquisa acadêmica;3;2;2;0;0;2;3;2;1;5;5;5;5;Sim, mas pouco clara;Falta de infraestrutura tecnológica, Falta de tempo para explorar ferramentas;Totalmente remoto (online);20 horas;Além da falta de tempo, a inexistência de estrutura adquirida pela instituição para uso em sala de aula pelos professores.;A familiaridade com o vocabulário tecnológico e mínimo conhecimento acerca da finalidade da IA.;Trazer linguagens mais modernas pode motivar os alunos nas atividade de ensino e pesquisa, bem como em desenvolver as ações didáticas diárias.
Acima de 60 anos;Feminino;Universidade Estadual de Ponta Grossa - UEPG;Ciências Humanas e Sociais;Mais de 20 anos;Doutorado;1;4;5;4 - 5;4;5;5;2;5;ChatGPT, Gemini, Claude, Perplexity;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Comunicação administrativa;3;3;3;0;0;2;3;3;3;5;5;5;5;Sim, mas pouco clara;Falta de tempo para explorar ferramentas, Questões éticas e insegurança quanto ao uso;Totalmente remoto (online);mais de 40 horas;falta de conhecimento profundo das ferramentas de IA e maior prática para adquirir proficiência;criação de prompts adequados para reduzir margem de erro;Facilita a prática docente, otimiza o tempo e gera maior atratividade nos acadêmicos.
51 a 60 anos;Masculino;Universidade Estadual de Ponta Grossa - UEPG;Ciências Exatas e Tecnológicas;Mais de 20 anos;Doutorado;1;5;5;6 ou mais;5;5;5;5;5;ChatGPT, Copilot, Gemini, Claude, Perplexity, Manus,  Grok, ;Planejamento de aula, Criação de materiais didáticos, Elaboração de atividades/exercícios, Avaliação/feedback, Pesquisa acadêmica, Orientação de estudantes;6;5;5;4;6;6;6;6;6;4;4;5;4;Não existe;Falta de formação docente específica, Questões éticas e insegurança quanto ao uso;Totalmente remoto (online);menos de 20 Horas;"Resistência dos docentes; facilidade dos discentes em ""criar"" materiais";"Entender a IA; saber utilizá-la e, principalmente, mostrar aos discentes as formas corretas de uso (personalização do processo de aprendizagem!)";Através da personalização do processo de aprendizagem. Preparação de material adaptado às necessidades particulares.
